IDSTUD;ITSEX;IDBOOK;ASBG01;ASBG03;ASBG04;ASBG05A;ASBG05B;ASBG05C;ASBG05D;ASBG05E;ASBG05F;ASBG05G;ASBG05H;ASBG05I;ASBG05J;ASBG05K;ASBG06;ASBG07A;ASBG07B;ASBG08A;ASBG08B;ASBG09A;ASBG09B;ASBG09C;ASBG09D;ASBG09E;ASBG09F;ASBG09G;ASBG09H;ASBG10A;ASBG10B;ASBG10C;ASBG10D;ASBG10E;ASBG10F;ASBG11A;ASBG11B;ASBG11C;ASBG11D;ASBG11E;ASBG11F;ASBG11G;ASBG11H;ASBG11I;ASBG11J;ASBR01A;ASBR01B;ASBR01C;ASBR01D;ASBR01E;ASBR01F;ASBR01G;ASBR01H;ASBR01I;ASBR02A;ASBR02B;ASBR02C;ASBR02D;ASBR02E;ASBR03A;ASBR03B;ASBR03C;ASBR04;ASBR05;ASBR06A;ASBR06B;ASBR07A;ASBR07B;ASBR07C;ASBR07D;ASBR07E;ASBR07F;ASBR07G;ASBR07H;ASBR08A;ASBR08B;ASBR08C;ASBR08D;ASBR08E;ASBR08F;ASDAGE;TOTWGT;SENWGT;JKREP;JKZONE;ASRREA01;ASRREA02;ASRREA03;ASRREA04;ASRREA05;ASRLIT01;ASRLIT02;ASRLIT03;ASRLIT04;ASRLIT05;ASRINF01;ASRINF02;ASRINF03;ASRINF04;ASRINF05;ASRIIE01;ASRIIE02;ASRIIE03;ASRIIE04;ASRIIE05;ASRRSI01;ASRRSI02;ASRRSI03;ASRRSI04;ASRRSI05;ASRIBM01;ASRIBM02;ASRIBM03;ASRIBM04;ASRIBM05
50010101;1;13;1;1;4;1;1;1;1;2;2;1;1;2;1;1;3;2;2;2;2;1;2;2;3;3;2;3;1;2;3;2;2;3;1;4;4;3;2;4;4;4;3;4;4;2;2;3;2;2;3;2;2;2;4;4;3;4;4;2;1;2;2;9;2;1;2;1;3;2;2;2;2;3;2;2;1;3;4;3;9.75;8.261494;0.0518;1;7;506.9234;469.51545;495.80434;513.98558;529.08604;499.7062;515.68167;536.56207;512.41663;490.2342;476.55813;449.75354;521.36814;454.34254;464.80838;515.50557;489.77397;494.80873;490.57267;498.26973;535.2233;530.54394;515.18853;498.92507;518.54148;3;2;3;3;3
50010102;1;14;1;1;3;1;1;1;1;2;1;1;1;2;1;2;5;2;3;1;1;1;2;1;1;2;1;1;1;2;2;1;1;1;1;2;2;3;2;4;3;2;4;4;4;2;9;9;1;1;2;1;1;1;1;2;3;3;4;2;1;2;2;4;3;3;2;2;2;9;1;2;3;2;2;3;1;1;1;1;10.08;8.261494;0.0518;1;7;440.95137;412.64812;410.95263;408.89754;451.1565;426.36939;389.14988;424.25445;428.78744;402.19909;443.02763;381.26397;413.19932;419.37406;386.87309;422.506;412.46379;411.19659;422.25957;433.87421;422.20883;432.32808;410.65784;443.63015;422.36438;2;2;2;2;2
50010104;2;4;2;1;3;2;1;1;1;2;1;1;1;1;2;2;5;2;1;2;3;1;2;2;3;3;3;2;1;2;2;2;1;1;1;4;2;3;4;4;4;4;4;4;4;3;2;2;2;2;3;3;2;1;3;3;2;3;4;4;1;2;4;1;4;3;3;3;2;3;4;2;3;3;2;2;3;2;3;2;10.08;8.261494;0.0518;1;7;423.87169;423.49556;427.9504;431.21754;418.77499;432.95896;417.00801;489.72948;459.50808;447.88815;425.03922;367.84123;410.74211;414.63899;427.70389;393.29789;432.49547;396.82014;431.70733;430.6672;435.89561;452.88379;416.82396;432.53163;475.06636;2;2;2;2;2
50010106;2;17;2;1;4;1;1;1;1;1;1;1;2;2;2;2;1;2;3;1;1;2;1;2;2;1;3;2;1;1;1;1;2;1;1;4;2;1;4;4;4;4;4;4;4;1;1;1;1;1;2;1;1;1;2;1;4;3;2;1;2;1;2;2;1;1;1;2;4;2;1;1;1;1;1;1;3;4;4;4;9.75;8.261494;0.0518;1;7;513.77249;593.18953;553.64967;534.69732;597.98657;537.95915;553.96106;549.78374;549.78595;579.36638;568.5702;554.21348;589.22382;546.90701;564.33804;514.2729;577.41453;547.39938;575.64404;545.66512;515.10866;641.21909;588.59113;611.44524;588.7113;3;4;4;3;4
50010107;2;5;2;3;4;1;1;1;1;2;1;2;1;2;1;2;5;3;3;2;2;1;1;1;2;1;1;2;2;1;1;1;1;1;1;2;2;2;4;3;2;4;4;4;3;1;1;1;1;1;2;2;1;1;4;3;3;4;3;1;2;1;2;4;1;2;2;1;4;1;1;2;1;2;1;1;3;4;4;4;10.5;8.261494;0.0518;1;7;580.54995;625.6198;585.8028;622.82283;584.08812;611.01231;566.47755;612.76915;636.44475;599.00344;601.25884;534.7883;575.37717;640.76238;624.33634;571.12418;603.60217;616.73612;567.66074;574.25108;572.42392;602.62146;575.17098;588.86853;553.53377;4;5;4;4;4
50010108;2;6;2;1;4;1;1;2;1;2;2;2;1;2;1;2;5;3;4;2;2;1;1;1;1;1;1;1;4;1;2;1;1;1;1;4;3;3;4;4;4;4;4;4;4;1;1;1;1;2;3;3;2;2;4;3;3;4;4;2;4;4;1;2;1;1;3;3;3;2;1;2;2;2;1;1;4;4;4;4;9.67;8.261494;0.0518;1;7;493.41574;549.0145;538.13131;540.2183;544.1906;564.76655;601.49154;567.36925;546.89326;537.18947;535.34318;570.93108;566.37303;526.72243;553.86435;532.52276;508.46963;581.20108;572.23035;570.92222;532.21052;507.62786;582.52666;576.10038;574.73685;3;3;3;3;3
50010109;2;7;2;2;4;1;1;1;1;2;1;2;1;1;1;2;4;3;2;2;2;1;2;3;3;2;3;4;2;3;2;2;2;1;1;4;3;3;3;3;4;4;4;4;3;3;3;2;3;3;3;2;3;3;3;3;3;4;4;3;4;4;3;2;1;4;4;3;3;2;2;3;4;3;2;2;3;3;4;4;9.67;8.261494;0.0518;1;7;509.32258;470.72598;514.68939;470.03767;491.25106;467.70137;502.64967;465.98258;496.19075;517.08162;499.09108;529.72949;528.00202;541.74763;517.68196;505.85692;513.46178;509.49283;496.48779;492.91934;523.15409;527.96782;514.58063;496.27953;540.14919;3;2;3;2;3
50010110;2;8;2;1;4;1;1;1;2;2;2;2;1;2;2;2;5;3;4;2;2;2;2;2;2;3;3;3;3;2;1;9;2;1;1;4;2;4;4;4;3;4;4;4;4;3;3;2;2;3;3;3;1;2;4;3;3;4;4;2;3;2;4;1;2;3;4;3;3;2;2;2;4;2;1;1;3;2;4;4;10;8.261494;0.0518;1;7;573.26507;511.12914;500.09244;536.58404;574.34401;485.36593;518.18201;505.88095;502.88531;544.55636;530.25822;520.61098;554.07504;543.26475;586.68731;542.57413;543.95734;500.88822;564.02504;467.6325;605.09882;624.04184;562.20088;600.18609;512.97026;4;3;3;3;4
50010111;2;18;2;1;2;2;1;2;1;2;2;2;1;2;1;2;5;1;3;1;1;2;3;1;4;4;4;4;1;4;1;1;1;2;1;4;4;4;4;4;1;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;4;4;4;1;1;1;1;3;1;1;4;1;4;1;1;1;1;1;1;1;4;4;4;1;9.83;8.261494;0.0518;1;7;567.72253;541.65283;611.94404;592.47211;565.92959;625.08542;593.51609;568.93056;532.46778;600.34483;627.98177;594.89144;539.11158;578.37076;612.98671;542.77889;562.74367;571.39003;579.37283;556.64242;577.38177;601.48579;594.59509;618.58485;580.45207;4;3;4;4;4
50010112;1;10;1;1;3;1;1;1;2;2;9;2;2;2;1;2;5;3;4;1;1;2;3;4;3;4;4;4;1;1;1;1;1;1;1;3;4;4;4;4;3;4;4;4;4;1;1;1;2;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;2;4;1;1;3;3;1;3;4;1;1;1;1;4;4;4;9.83;8.261494;0.0518;1;7;534.94637;613.30305;581.26682;544.0797;529.10902;529.48444;587.38693;598.08443;568.3864;538.15638;539.97709;577.96198;602.9153;595.07587;517.1886;620.11689;594.4781;549.25703;541.33841;525.43624;645.50649;616.68027;526.35273;540.49666;565.54086;3;4;4;3;3
50010113;1;11;1;2;4;1;1;1;1;2;1;2;1;2;1;2;5;1;9;3;3;2;1;2;2;1;3;4;4;2;1;2;2;1;1;4;2;2;3;3;4;3;4;4;3;1;1;2;1;1;2;1;1;1;2;3;3;3;3;1;1;2;1;1;3;2;2;1;4;1;1;1;2;1;1;1;2;2;4;4;9.83;8.261494;0.0518;1;7;503.41672;515.82975;550.33423;582.24387;519.84154;515.42304;606.0373;557.7893;582.09001;553.15775;516.35507;598.7203;569.71924;587.25514;533.64039;596.18028;600.88217;569.51798;573.18274;535.65525;581.62324;559.86953;582.75179;573.0567;547.98635;3;3;4;4;3
50010114;1;9;1;1;5;2;1;1;2;2;2;2;1;2;2;9;5;2;2;1;2;3;3;3;3;2;2;2;2;2;2;9;9;9;9;2;9;3;1;9;9;4;4;4;4;2;2;2;2;2;3;2;2;2;4;3;4;4;4;3;3;2;4;1;4;3;2;3;1;3;3;2;9;9;2;2;2;3;3;3;10.33;8.261494;0.0518;1;7;544.38496;573.04612;536.55127;594.25239;585.7923;519.07667;548.92659;570.07083;551.08095;562.86474;546.52758;602.70115;580.72313;567.23694;609.06018;575.17575;578.40838;569.43618;564.253;547.91127;554.09142;598.46563;571.05892;576.28739;524.8554;3;4;3;4;4
50010115;2;12;2;1;3;1;1;1;1;1;1;1;2;2;1;2;4;1;2;2;1;1;2;2;3;3;1;2;1;2;1;1;1;1;1;2;2;3;4;4;3;4;4;4;3;2;1;1;1;2;2;1;1;1;4;3;2;4;4;1;2;2;1;3;3;2;2;1;4;2;1;2;1;1;1;1;2;3;4;4;10.33;8.261494;0.0518;1;7;597.25927;547.32645;610.1151;620.3057;559.78461;585.45305;608.61876;675.94244;542.03235;623.65466;591.71399;593.3373;671.75074;554.61001;657.52403;544.92395;560.9135;602.06787;582.4707;573.04036;564.84034;600.46339;623.08807;606.82369;611.08776;4;3;4;4;4
50010116;1;1;1;3;4;1;1;1;1;1;1;1;1;2;1;2;5;1;3;1;2;1;2;2;2;1;1;2;2;1;1;1;1;1;1;4;3;4;4;4;4;4;4;4;4;1;1;1;2;1;1;1;1;1;4;3;4;4;4;1;2;3;1;1;1;1;1;1;4;2;1;1;1;1;1;1;3;4;4;4;10.17;8.261494;0.0518;1;7;525.19392;524.73652;522.82964;560.37117;544.59666;543.79245;524.66124;519.82966;534.7198;509.04168;480.28809;489.60658;495.64104;547.63042;480.17151;534.39151;506.02936;484.9447;567.58796;522.72392;554.10638;533.83347;480.55586;608.79786;539.23541;3;3;3;4;3
50010117;1;13;1;1;3;1;1;1;1;1;1;1;2;2;1;2;5;2;2;2;2;1;1;1;1;2;1;1;1;2;1;2;9;2;1;4;2;4;4;3;4;4;4;4;4;2;1;1;1;1;1;1;1;1;4;4;9;4;4;2;2;9;1;9;1;2;3;1;4;2;1;2;1;1;1;1;4;4;4;4;10.25;8.261494;0.0518;1;7;501.78643;524.07046;535.02618;548.80677;511.03357;538.0084;489.30487;548.48738;521.10897;547.27452;499.2241;485.89201;534.57416;537.96064;545.75928;531.69789;531.8431;464.15415;546.72883;524.19629;549.17102;560.45436;454.6839;547.36191;523.82858;3;3;3;3;3
50010118;1;2;1;1;3;1;1;1;1;2;1;2;2;2;1;2;5;1;3;2;2;1;2;1;9;4;1;2;4;1;1;2;1;2;1;4;4;4;4;4;4;4;4;4;4;1;1;2;4;1;2;2;1;2;4;3;4;4;2;1;2;2;1;1;1;1;3;1;4;2;1;2;3;1;1;1;3;4;4;4;10.25;8.261494;0.0518;1;7;503.46741;520.65883;472.60093;491.64525;525.16074;536.48304;524.71074;516.3466;494.74784;513.49285;512.63793;506.14612;496.1657;508.83502;499.68251;523.30939;532.41478;512.00602;483.49629;505.17331;523.34094;490.13339;512.36265;505.03274;525.82149;3;3;2;3;3
50010119;2;3;2;1;3;1;1;1;1;1;1;1;1;2;2;1;5;1;1;1;1;1;1;1;3;4;2;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;1;4;2;1;2;1;3;1;1;3;2;1;1;1;1;1;1;4;4;9;9.92;8.261494;0.0518;1;7;483.48782;481.68935;465.26479;473.59536;553.89809;481.79433;492.65334;487.50481;527.11379;581.24841;498.21462;509.39098;490.1784;504.83957;522.3639;469.5003;508.36539;541.28583;478.14928;535.66992;486.37297;529.25711;559.88021;479.15073;556.82971;3;3;2;2;4
50010120;1;4;1;1;1;1;1;1;1;2;1;2;1;2;1;1;5;3;3;1;1;1;2;4;4;4;4;3;4;2;2;1;1;1;1;4;2;4;4;4;4;4;4;4;4;3;2;3;2;2;3;2;1;1;4;3;4;4;4;1;4;1;1;1;4;4;4;4;1;4;4;2;4;4;4;2;1;3;4;3;10.25;8.261494;0.0518;1;7;550.57264;533.04521;499.87071;506.52388;513.25223;512.31785;498.0233;534.01;548.55284;571.34172;491.77323;488.64734;534.61851;507.88807;501.23642;484.53638;552.69128;520.64705;500.5401;548.48842;487.22745;533.48565;520.8832;498.82273;569.51888;4;3;3;3;3
50010201;1;14;1;1;4;1;1;1;1;1;2;1;1;2;2;2;5;2;2;2;3;1;1;1;2;2;1;3;1;3;2;2;2;1;1;4;4;4;4;4;4;4;4;4;4;2;2;2;1;2;1;2;1;2;4;4;2;3;4;2;1;3;1;2;2;1;3;3;3;2;2;2;2;2;2;1;2;3;3;3;9.83;7.435345;0.04662;1;7;572.72669;552.07697;564.05709;544.35303;605.6466;571.62684;617.42787;578.13545;575.12951;579.26094;493.36882;585.78607;550.47282;544.81214;536.98269;551.79798;568.36687;575.91335;559.45419;608.58437;592.77894;628.56418;616.11526;599.82141;646.18805;4;4;4;3;4
50010202;1;5;1;3;2;1;1;2;1;2;9;1;1;9;1;2;5;1;9;1;1;1;1;2;2;4;3;4;4;2;1;1;3;1;1;4;3;4;4;4;4;4;4;4;4;3;2;1;1;3;3;1;1;1;3;3;2;2;2;2;4;4;2;2;2;4;4;2;4;1;1;3;4;1;1;1;3;4;4;4;10.08;7.435345;0.04662;1;7;602.41507;578.70167;592.576;622.61119;608.0945;594.90456;575.3037;572.0572;604.85855;602.14327;640.36118;595.1151;571.08598;606.22673;589.87997;607.64069;591.97088;612.58168;587.17221;597.68677;627.6676;592.69404;638.17449;587.31899;619.17909;4;4;4;4;4
50010203;2;6;2;3;4;1;1;1;1;1;1;1;1;2;2;2;5;3;4;2;2;1;2;1;2;2;1;2;2;2;1;1;1;1;1;4;4;3;4;4;4;4;4;4;4;1;1;2;4;1;1;1;1;1;4;3;2;3;4;1;4;2;1;1;2;2;2;2;3;2;1;1;2;1;2;1;3;3;2;3;11.33;7.435345;0.04662;1;7;517.9877;526.24701;555.14153;529.38172;513.6144;521.82188;534.20871;528.07116;559.28648;544.75975;528.11214;512.57802;510.4409;526.68302;553.93974;586.4669;511.95447;540.95688;516.9419;518.56671;580.39363;491.3279;543.33311;538.78576;534.8187;3;3;4;3;3
50010204;1;7;1;2;3;1;1;1;9;2;2;1;2;2;2;2;5;3;2;2;2;1;2;1;2;2;1;1;1;3;2;1;2;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9.75;7.435345;0.04662;1;7;548.28937;583.7921;548.8721;555.70682;540.26037;569.86261;557.67768;574.71392;528.86585;560.25652;561.18701;542.25399;542.51181;505.11587;564.06715;566.57383;582.68108;542.25407;576.46906;561.08692;561.79489;584.04287;542.49319;562.81019;576.1926;3;4;3;4;3
50010205;2;8;2;1;4;1;1;1;1;2;1;1;1;2;9;2;5;4;4;2;2;1;1;1;1;2;2;1;1;2;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;2;2;1;1;9;1;1;1;1;4;4;4;4;4;1;1;2;1;1;9;9;3;2;3;3;3;2;3;9;1;1;9;4;9;4;10.33;7.435345;0.04662;1;7;540.89936;518.07788;512.03113;500.21915;526.05617;506.82498;503.55819;457.8873;529.18054;568.19297;519.09774;508.38316;475.38421;531.38924;537.45625;548.0673;522.53306;507.85126;517.05748;504.12085;567.45986;578.8251;506.34582;536.27592;504.27512;3;3;3;3;3
50010206;1;9;1;1;1;1;1;1;1;2;1;1;1;1;2;1;3;3;3;2;1;1;1;1;3;3;1;1;1;4;2;1;3;1;1;4;3;2;4;4;4;4;4;4;4;4;3;1;2;4;4;3;2;4;3;4;2;2;4;2;3;4;2;1;4;4;2;3;1;4;3;3;2;3;2;2;2;3;3;3;10.17;7.435345;0.04662;1;7;567.88232;539.22181;529.25341;503.17014;547.37873;515.3692;574.45023;544.09648;581.65164;600.59397;500.2406;548.30993;512.82526;536.06181;523.61596;491.54556;534.44603;557.9741;521.95872;575.30313;511.50296;513.96148;515.93317;542.03656;554.14149;4;3;3;3;3
50010207;2;15;2;1;3;2;1;1;1;9;1;1;1;2;1;2;5;3;4;1;1;1;1;1;2;2;1;1;1;3;2;3;1;3;2;2;2;1;4;4;2;3;4;4;3;3;2;1;1;2;3;2;2;3;4;2;2;2;4;3;3;3;2;2;3;3;3;3;3;3;3;3;3;2;2;1;4;4;4;4;10.25;7.435345;0.04662;1;7;593.98474;589.12437;586.8373;623.14728;611.90308;564.40994;628.27058;584.50315;612.94706;570.58097;621.79043;641.46083;623.0642;642.7927;638.49787;666.96341;664.65408;575.01684;640.25966;658.34397;666.05997;687.4916;600.412;660.94861;699.82741;4;4;4;4;4
50010208;2;16;2;1;3;1;1;1;1;1;2;1;1;1;1;2;5;2;3;1;1;1;1;1;4;4;3;2;1;9;9;9;9;9;9;3;4;4;4;4;4;4;4;4;4;2;3;3;2;2;3;3;1;3;2;4;2;2;4;2;2;4;4;1;3;4;3;4;3;4;2;4;3;1;2;2;4;4;4;4;10.17;7.435345;0.04662;1;7;608.59267;630.69781;574.76331;574.18399;574.45919;691.04168;621.10074;604.05115;593.28286;582.10147;645.33542;610.87367;577.04426;602.53376;586.63254;553.93866;669.13657;657.66374;587.68828;634.39759;531.60528;657.45066;661.16738;566.52934;633.42032;4;5;4;4;4
50010209;1;1;1;1;4;1;1;1;1;2;2;2;2;2;1;2;5;3;4;1;1;2;2;2;3;3;2;4;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;3;1;2;2;3;4;3;4;4;2;3;3;2;2;1;1;2;1;4;1;1;1;2;1;1;1;2;4;4;4;10.58;7.435345;0.04662;1;7;634.00721;622.73211;632.62624;601.96894;614.67068;638.19984;636.027;625.51874;607.26883;657.11335;643.20562;589.56851;631.46807;582.66777;621.35385;634.93436;629.28405;632.74364;631.89771;597.3726;667.96587;669.24224;635.93006;630.31727;613.77834;5;4;5;4;4
50010210;2;17;2;1;4;1;1;1;1;2;1;2;1;2;1;2;5;2;4;2;2;1;2;2;1;3;1;3;4;4;2;1;2;2;1;2;3;4;4;4;3;4;4;4;4;2;1;1;3;2;2;3;1;3;3;4;2;1;2;2;3;4;2;1;1;4;1;2;4;3;1;3;4;1;1;1;4;4;4;4;9.75;7.435345;0.04662;1;7;586.37612;540.23507;573.01843;573.86581;529.8312;612.1999;570.23391;591.92386;606.59336;584.39788;592.62913;567.72402;563.22211;594.29088;572.92692;582.45299;554.16038;601.28608;604.35295;564.66964;604.32555;595.51806;585.18462;609.87383;544.20516;4;3;4;4;3
50010211;1;2;1;1;5;1;1;1;1;2;2;1;1;2;1;2;5;3;3;2;2;1;2;2;2;2;2;2;2;2;1;1;3;2;1;4;3;4;4;4;4;4;4;4;4;2;3;2;2;2;3;3;3;3;3;3;4;3;4;2;2;3;2;1;1;1;3;2;4;3;1;2;3;1;2;2;3;3;4;4;10.08;7.435345;0.04662;1;7;592.00577;583.48998;576.32596;564.53177;606.5291;582.04183;615.97612;573.19407;592.5769;665.61987;565.45372;572.63423;562.43054;576.73028;573.7927;574.21094;591.65747;573.66636;559.09105;550.70247;609.97993;612.10915;574.01146;595.26637;550.51887;4;4;4;4;4
50010212;1;3;1;1;5;1;1;1;1;2;1;1;1;2;1;1;5;3;3;1;2;2;1;1;1;2;1;1;2;2;1;1;3;1;1;4;4;4;4;4;4;4;4;4;4;2;3;1;1;2;4;2;4;3;3;2;3;4;4;2;2;4;2;2;2;3;2;2;3;4;3;3;3;2;1;1;4;4;4;4;10.17;7.435345;0.04662;1;7;649.42576;692.93036;636.08379;644.17741;677.31577;560.1877;607.92046;624.87256;565.75164;565.88487;607.57789;643.40355;664.55804;609.91211;633.06605;748.35724;656.96903;617.76125;607.77156;643.4506;760.62552;657.44912;617.93381;627.16469;622.30425;5;5;5;5;5
50010213;2;4;2;2;5;1;1;1;1;1;2;2;1;2;2;1;5;3;3;1;1;3;3;2;2;2;3;2;3;3;3;2;4;2;1;4;4;4;4;4;4;4;4;4;4;2;3;3;3;2;2;2;3;3;9;9;9;9;9;1;1;3;2;9;1;1;2;2;4;1;1;2;2;1;1;1;4;4;4;4;10.58;7.435345;0.04662;1;7;628.506;612.45718;570.71505;588.45459;618.81579;599.69805;586.59107;638.31957;608.67089;576.36964;584.82633;631.08393;643.15106;582.5174;609.53764;621.13258;609.22855;563.03751;599.60145;626.97471;601.25741;572.73815;547.57451;601.24666;627.02189;5;4;4;4;4
50010214;2;18;2;1;4;1;1;1;1;2;1;1;1;1;2;2;5;2;3;1;1;2;1;2;3;2;1;2;1;3;2;1;2;2;1;4;4;4;4;3;4;3;4;4;4;2;1;2;2;2;1;1;2;2;3;4;3;3;4;3;4;2;2;2;3;1;2;1;4;1;2;3;1;3;2;1;2;3;4;4;10.33;7.435345;0.04662;1;7;586.63524;615.71251;593.08245;618.1398;553.54793;620.09602;562.91958;642.79998;596.99697;575.59309;598.60847;537.15678;624.65896;584.44323;554.27083;537.45425;631.52694;600.73446;491.06267;607.37119;536.87374;618.92707;603.15165;507.28424;613.74357;4;4;4;4;4
50010215;2;5;2;1;3;1;1;1;1;1;1;1;1;2;1;2;5;4;1;1;1;1;1;1;1;1;1;1;1;4;3;1;1;9;1;1;2;1;2;3;1;1;1;1;1;1;1;2;1;2;1;9;3;1;1;1;2;1;1;1;2;2;4;9;3;1;1;2;1;3;9;1;2;1;1;1;4;4;4;4;10.58;7.435345;0.04662;1;7;562.56735;557.14543;540.42255;553.97631;537.42251;531.58075;540.89558;531.10736;522.1057;555.09497;562.89546;576.52707;573.71822;539.86871;568.90716;551.71239;513.08932;551.94091;527.61231;522.53437;534.57521;509.07212;552.38665;548.69335;544.38322;4;4;3;4;3
50010216;1;10;1;1;4;1;1;1;1;1;2;1;1;2;1;1;5;3;3;2;2;1;2;2;1;1;1;2;1;3;1;1;1;2;1;4;4;4;4;4;3;2;4;4;4;2;2;1;2;2;2;2;2;2;3;3;3;3;3;1;1;2;1;2;1;1;1;1;4;1;1;2;3;1;1;1;3;4;4;4;10.17;7.435345;0.04662;1;7;614.92292;640.05652;577.39235;602.33136;629.28188;624.33658;584.27465;610.20225;669.64301;642.14029;616.84154;582.60077;620.31838;642.30865;621.0246;586.6274;607.06668;661.6232;640.1601;663.95939;588.93326;589.36713;629.92939;659.57129;663.87785;4;5;4;4;5
50010217;1;11;1;1;5;1;1;1;1;2;2;2;1;2;2;2;5;3;4;2;2;2;2;2;1;2;2;2;3;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;1;2;1;4;2;2;2;1;2;4;4;4;4;3;3;3;4;2;2;1;2;1;1;4;1;1;1;2;1;2;1;2;4;4;4;9.92;7.435345;0.04662;1;7;582.49665;596.31855;582.2792;611.72996;587.60561;593.74639;596.71401;601.4113;568.25245;610.06474;603.15038;590.4532;611.15968;564.53156;606.78255;648.31277;540.2667;585.0097;572.1739;625.74481;646.69011;545.96065;584.71902;591.66105;626.02615;4;4;4;4;4
50010218;2;12;2;1;3;2;1;1;1;2;1;2;1;2;1;1;5;1;1;1;1;3;2;2;2;4;1;3;3;4;3;2;4;4;1;1;2;4;4;4;3;4;4;4;4;4;4;3;4;4;4;2;2;3;3;2;2;2;4;1;3;4;4;3;1;4;3;1;4;1;1;4;4;2;3;2;1;2;4;4;9.92;7.435345;0.04662;1;7;639.70851;587.48182;662.76738;650.23643;657.45049;654.50197;592.87211;553.91;653.70298;617.67666;630.35724;588.80428;544.91737;646.13495;620.27831;657.19467;659.92604;560.68906;613.93948;600.17713;670.03989;640.09236;602.74357;635.66674;600.28503;5;4;5;5;5
50010219;2;13;2;3;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;2;2;3;1;1;1;3;3;1;2;1;1;1;4;2;3;3;4;4;4;4;4;1;2;2;1;1;2;1;1;1;2;2;1;3;1;2;1;1;2;1;1;1;1;2;4;2;3;1;1;2;1;1;2;4;3;4;10.33;7.435345;0.04662;1;7;527.35994;497.29316;526.37537;508.83923;498.19393;504.317;500.07467;448.77068;486.11483;486.49055;513.46799;488.2491;471.2986;466.57687;494.28289;545.01921;474.63956;526.36261;487.99395;538.02243;540.50041;538.68288;532.24043;458.60917;516.48211;3;3;3;3;3
50020102;2;4;2;2;3;1;1;1;1;1;1;1;1;1;1;1;5;3;4;2;3;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3;4;3;4;4;4;4;4;4;4;3;2;1;1;1;2;1;1;2;4;3;3;3;4;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;10.58;86.946867;0.545166;0;41;484.79132;497.33958;513.39035;477.83623;519.86297;538.0022;481.75497;527.18525;489.86671;512.48583;548.67875;489.13564;518.31188;509.99249;509.80859;525.25009;535.3567;519.94336;489.39139;492.37152;485.08341;520.53149;472.55483;468.64937;470.1882;3;3;3;3;3
50020103;2;5;2;1;2;1;2;2;1;1;2;1;1;2;1;2;5;4;1;1;2;1;1;1;1;2;1;4;1;1;4;1;1;1;1;4;4;4;4;4;1;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;2;4;4;1;2;2;1;4;4;4;1;1;1;1;1;1;4;4;4;4;9.83;86.946867;0.545166;0;41;573.19291;544.66889;533.70903;523.84821;514.81855;521.32768;559.1549;543.91467;539.53051;591.88303;529.7061;568.40486;548.3744;547.11578;602.21281;510.33441;541.9185;593.28227;512.54164;551.19829;530.81329;583.00363;615.62909;512.56792;562.60401;4;3;3;3;3
50030101;1;14;1;2;1;1;1;2;1;2;1;1;1;2;2;2;5;1;3;1;2;1;2;1;1;1;1;3;1;1;2;2;1;1;1;2;1;1;4;4;3;1;2;4;4;2;1;2;1;1;1;1;1;1;3;2;3;2;2;1;2;3;1;2;1;2;2;2;4;9;1;1;1;1;1;1;2;4;4;4;10.25;29.194079;0.18305;1;1;629.07542;589.59799;632.11702;605.93165;598.60711;653.05191;570.60955;536.1575;553.27252;593.46381;659.96247;512.14856;505.86695;489.00937;593.62905;583.17873;592.81706;611.0289;595.042;610.94539;565.1601;551.96216;569.10147;608.98158;618.57906;5;4;5;4;4
50030102;2;15;2;1;4;1;1;1;1;1;2;2;2;2;1;1;5;4;1;2;3;3;3;2;1;1;1;2;2;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;4;4;3;3;4;1;1;1;2;2;1;2;3;3;4;2;1;3;2;1;1;1;2;4;4;4;9.92;29.194079;0.18305;1;1;572.81798;543.97387;569.55821;639.04522;590.74585;588.95972;626.25033;647.69105;552.95649;605.46187;585.46444;629.1298;658.1744;568.53245;622.58026;566.7675;601.5587;606.80346;627.13986;609.03834;564.45513;623.48792;627.87254;601.61329;624.4349;4;3;4;5;4
