IDSTUD;ITSEX;IDBOOK;ASBG01;ASBG03;ASBG04;ASBG05A;ASBG05B;ASBG05C;ASBG05D;ASBG05E;ASBG05F;ASBG05G;ASBG05H;ASBG05I;ASBG05J;ASBG05K;ASBG06;ASBG07A;ASBG07B;ASBG08A;ASBG08B;ASBG09A;ASBG09B;ASBG09C;ASBG09D;ASBG09E;ASBG09F;ASBG09G;ASBG09H;ASBG10A;ASBG10B;ASBG10C;ASBG10D;ASBG10E;ASBG10F;ASBG11A;ASBG11B;ASBG11C;ASBG11D;ASBG11E;ASBG11F;ASBG11G;ASBG11H;ASBG11I;ASBG11J;ASBR01A;ASBR01B;ASBR01C;ASBR01D;ASBR01E;ASBR01F;ASBR01G;ASBR01H;ASBR01I;ASBR02A;ASBR02B;ASBR02C;ASBR02D;ASBR02E;ASBR03A;ASBR03B;ASBR03C;ASBR04;ASBR05;ASBR06A;ASBR06B;ASBR07A;ASBR07B;ASBR07C;ASBR07D;ASBR07E;ASBR07F;ASBR07G;ASBR07H;ASBR08A;ASBR08B;ASBR08C;ASBR08D;ASBR08E;ASBR08F;ASDAGE;TOTWGT;SENWGT;JKREP;JKZONE;ASRREA01;ASRREA02;ASRREA03;ASRREA04;ASRREA05;ASRLIT01;ASRLIT02;ASRLIT03;ASRLIT04;ASRLIT05;ASRINF01;ASRINF02;ASRINF03;ASRINF04;ASRINF05;ASRIIE01;ASRIIE02;ASRIIE03;ASRIIE04;ASRIIE05;ASRRSI01;ASRRSI02;ASRRSI03;ASRRSI04;ASRRSI05;ASRIBM01;ASRIBM02;ASRIBM03;ASRIBM04;ASRIBM05
50940114;1;6;1;1;2;1;1;1;1;2;1;1;1;1;2;2;5;3;2;2;2;1;1;1;1;1;2;1;1;3;4;1;1;1;1;4;4;4;4;4;3;4;4;4;4;2;3;2;9;2;2;1;1;1;2;2;1;3;3;2;3;2;4;1;4;2;3;3;2;3;2;2;1;2;2;1;2;2;4;2;10.67;20.074399;0.125869;1;19;549.16604;530.3707;567.96583;534.62968;524.50225;522.57653;563.74831;548.78166;525.80268;598.70835;488.6025;549.15488;502.6366;510.79739;562.80628;522.10644;546.67949;554.53374;535.70278;555.90567;501.38595;526.06021;534.00032;510.63963;517.70001;3;3;4;3;3
50940115;1;7;1;1;3;1;1;1;1;2;2;1;1;1;1;2;5;3;1;1;3;2;3;1;2;3;1;1;1;3;4;1;1;9;2;2;4;3;4;4;3;4;4;4;4;2;2;1;2;1;3;1;1;1;2;3;1;2;4;1;1;4;3;2;1;3;4;2;4;2;1;3;2;1;1;1;4;4;4;4;10.33;20.074399;0.125869;1;19;588.35163;609.00992;603.14434;611.5527;629.76478;604.63056;587.62774;570.48961;549.1267;604.99662;601.57596;597.56389;588.95311;580.24332;625.57506;608.49965;631.18888;602.20986;636.16567;653.53494;572.50035;631.35688;581.52241;594.68563;655.72355;4;4;4;4;5
50940116;2;8;2;3;3;1;1;2;1;9;1;1;1;2;1;1;5;3;2;1;3;1;2;2;2;3;1;2;2;2;4;1;2;1;1;1;2;3;4;3;3;4;4;4;4;1;1;1;2;1;1;2;1;1;4;3;1;2;4;1;2;4;3;2;1;1;4;2;4;3;1;2;2;1;1;1;4;4;1;4;10.08;20.074399;0.125869;1;19;577.83791;576.31542;571.39693;559.5518;547.35248;540.29707;509.96276;545.20167;588.08232;554.22642;537.81422;556.06408;553.89374;582.48045;579.93;555.82837;553.02297;539.79788;578.77855;535.87557;539.55341;552.98138;536.98157;545.22229;528.53289;4;4;4;4;3
50940201;2;17;2;1;1;1;2;1;1;1;1;1;2;1;2;2;5;1;1;1;1;1;1;4;4;4;1;4;1;2;1;1;2;1;1;1;4;4;4;4;4;3;4;4;4;2;1;1;2;1;2;2;1;1;4;1;1;1;1;1;2;2;4;1;4;3;2;2;2;2;2;1;1;4;2;2;2;2;2;3;11.25;18.819749;0.118002;1;19;497.41072;468.92548;465.28691;446.0236;478.25994;488.52994;434.01972;465.73882;456.09378;481.69721;449.68478;469.35124;477.75807;457.14635;433.68015;495.50777;533.08515;469.97754;457.88433;496.45385;454.7275;491.38181;467.1709;438.6625;476.93393;3;2;2;2;3
50940202;1;9;1;1;5;2;1;1;1;1;2;2;2;2;1;2;5;1;1;1;1;1;1;3;1;3;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;1;1;4;1;1;1;1;1;4;1;1;1;3;4;1;4;1;3;4;1;1;1;1;4;4;1;1;1;1;1;1;3;4;4;4;9.75;18.819749;0.118002;1;19;506.17333;518.90188;486.13323;495.68607;480.72815;450.49997;502.96606;509.58122;480.6309;501.48782;466.17387;512.10307;512.32839;457.95699;479.48204;507.27095;479.03056;486.22203;467.35734;521.77998;527.47759;498.41076;518.12379;505.66335;542.52098;3;3;3;3;3
50940203;2;1;2;1;1;2;1;1;1;2;1;1;1;1;2;2;4;3;4;2;1;1;3;1;1;2;1;1;3;2;9;1;1;1;1;4;3;4;4;4;4;4;4;4;4;1;1;2;2;2;1;2;1;1;1;2;2;1;3;1;2;3;1;4;2;2;1;3;4;4;3;3;3;1;1;2;3;4;3;4;10.25;18.819749;0.118002;1;19;565.42746;501.72883;526.99469;544.14385;542.79115;546.63516;552.06886;539.49126;521.0209;537.46507;529.81093;552.51968;531.71742;522.27033;563.13316;513.17488;540.41067;572.18468;569.8409;544.26455;512.87943;529.35426;589.94233;566.15645;563.16311;4;3;3;3;3
50940204;1;2;1;1;3;1;1;1;1;2;2;2;2;1;2;2;5;4;4;3;3;1;1;1;1;4;3;4;3;1;2;4;4;1;1;1;1;1;4;1;1;1;1;4;4;1;1;1;2;1;1;2;3;1;9;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;4;1;9.92;18.819749;0.118002;1;19;436.87802;457.80294;420.66376;404.04433;442.11416;408.52561;436.32823;428.01183;406.33842;432.82432;394.99057;412.54728;450.46072;408.34441;368.85631;449.23687;441.25682;431.35084;462.7633;410.33165;461.7949;440.79348;433.15128;441.70545;408.11699;2;2;2;2;2
50940205;1;3;1;1;3;2;1;1;1;2;1;2;1;2;2;1;5;1;1;2;9;1;3;4;2;3;1;4;1;1;2;2;1;1;1;4;3;2;9;3;4;2;4;4;3;2;2;3;3;2;1;2;1;1;3;2;1;2;1;3;3;2;4;2;2;2;2;1;4;2;1;1;2;3;1;1;3;3;3;4;10.08;18.819749;0.118002;1;19;466.60904;477.56248;501.58523;553.51895;485.10475;504.45653;504.4402;501.79184;486.11154;504.71791;525.07077;489.79276;500.10428;512.16762;533.76266;470.1721;538.79523;497.44405;484.63979;459.5141;540.29055;559.45065;517.97109;539.5143;521.51423;2;3;3;4;3
50940206;1;4;1;1;3;2;1;1;1;2;2;1;1;1;1;2;5;9;2;3;3;1;1;2;2;3;1;1;1;1;1;1;1;1;1;2;1;2;4;3;4;3;2;4;4;2;1;1;1;1;2;1;1;1;2;1;1;2;3;2;1;3;4;2;2;1;1;2;4;3;1;1;1;1;1;1;4;4;4;4;10.58;18.819749;0.118002;1;19;600.1659;601.64661;579.10379;575.1059;618.04057;530.55825;575.36788;630.5875;583.33883;582.41646;542.05773;577.26778;610.60519;600.73367;602.28645;613.91212;565.35071;581.32506;585.7759;657.42618;587.61775;588.2938;560.72507;585.27061;664.01642;4;4;4;4;4
50940207;1;18;1;2;2;2;1;1;1;1;1;1;1;1;1;2;4;2;3;1;1;1;2;1;2;2;1;1;1;2;2;3;1;1;1;3;4;4;4;3;4;4;4;4;4;2;1;3;3;1;2;1;1;1;2;1;1;2;4;1;2;4;2;2;2;1;2;1;3;1;2;2;1;2;2;1;1;3;4;2;10.25;18.819749;0.118002;1;19;498.82658;536.64476;482.13683;471.5748;522.77315;546.3505;497.34071;542.78911;498.18421;506.81195;553.24671;515.28867;556.02015;465.41448;491.37825;563.85335;479.78812;507.1022;521.15936;454.10894;564.02544;481.11757;527.31325;519.7883;453.41609;3;3;3;2;3
50940208;2;10;2;1;2;2;1;1;1;1;2;1;1;1;2;2;5;1;3;2;2;1;1;2;1;2;1;2;1;4;2;1;3;2;1;4;4;4;4;4;4;4;4;4;4;3;3;1;2;1;2;1;2;3;2;2;3;4;4;1;4;1;3;2;4;3;4;4;1;4;4;3;2;4;2;2;2;3;4;4;10.75;18.819749;0.118002;1;19;535.35682;546.96816;516.39383;579.0411;557.48994;499.91849;500.9303;553.14992;561.91292;525.42147;489.20571;508.35533;542.99459;565.39004;535.2739;532.43432;552.83155;506.25908;563.60309;560.16575;552.81255;595.61439;546.87977;604.2696;579.966;3;3;3;4;4
50940209;2;5;2;1;2;2;1;1;1;2;1;1;1;2;2;2;5;9;1;1;2;1;2;1;3;3;1;1;1;2;2;1;1;1;1;4;4;2;2;1;1;2;4;4;4;2;1;2;1;1;2;2;1;1;1;1;2;2;1;1;1;1;4;1;4;4;4;3;4;3;3;1;3;3;2;2;1;1;1;1;10.25;18.819749;0.118002;1;19;436.90051;464.01209;477.19442;463.09061;450.89228;421.78291;438.06003;453.23937;440.47624;462.94624;411.67333;430.77405;431.22829;423.0697;391.68366;416.72797;439.26655;437.48548;396.77457;435.31674;457.66212;479.85322;457.51739;435.41919;475.8186;2;2;3;2;2
50940210;2;11;2;1;2;2;1;1;1;2;1;2;1;2;1;1;5;4;4;1;1;1;2;1;4;4;1;1;4;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;1;1;1;1;2;2;1;1;2;3;2;2;3;4;1;1;3;1;1;1;2;3;1;4;2;1;2;1;1;1;1;3;4;4;4;10;18.819749;0.118002;1;19;590.51511;517.32094;495.64176;564.12306;569.66924;559.76249;555.94034;598.85459;524.49382;573.47689;554.76302;571.55853;586.74943;537.22728;566.82348;538.44481;540.70468;535.76063;547.49196;543.82955;537.39115;542.16475;555.90521;579.85298;565.73676;4;3;3;4;4
50940211;2;12;2;3;2;1;1;1;1;1;1;1;1;1;1;2;5;3;3;1;1;1;1;1;3;1;1;1;1;3;3;2;1;3;1;3;3;4;4;4;3;2;2;3;3;9;1;2;2;1;1;1;1;2;4;2;2;1;1;1;2;3;3;1;3;3;3;2;3;3;3;1;1;3;1;1;1;3;4;4;10.25;18.819749;0.118002;1;19;557.53245;472.33844;447.82529;548.22799;558.41142;487.11449;567.12481;476.91033;520.76174;519.22849;463.30876;555.70928;459.03703;499.22149;529.48965;494.08581;547.62261;505.99249;474.78742;547.01246;515.31322;527.81573;527.38404;474.77274;546.75635;4;2;2;3;4
50940212;2;6;2;3;2;2;1;1;1;1;1;1;1;2;2;2;5;3;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;4;1;4;4;4;4;4;4;4;4;1;1;4;2;1;1;1;1;1;4;3;1;1;4;4;1;4;4;1;1;9;4;1;2;3;2;1;1;3;1;1;1;4;4;4;10.42;18.819749;0.118002;1;19;527.05198;472.0698;465.62472;546.86657;502.32221;493.49074;529.10153;526.78252;441.0228;490.80376;514.14284;545.71173;533.54903;464.28267;484.59057;522.37064;537.59918;522.45974;540.19244;507.74152;550.5708;540.25243;512.98104;518.77854;509.16671;3;2;2;3;3
50940213;1;13;1;1;3;1;1;1;1;2;2;2;2;2;1;2;5;2;3;2;2;2;1;3;4;9;3;4;4;1;2;4;4;4;2;4;4;1;4;4;4;4;4;4;4;2;1;1;2;1;3;2;1;4;2;1;2;4;1;1;4;4;4;1;3;4;4;2;3;3;2;4;3;9;2;1;2;3;2;4;11.58;18.819749;0.118002;1;19;554.08908;526.36336;481.91828;506.72301;538.54543;560.01632;511.92623;470.3282;494.73378;567.49202;549.57079;505.52525;468.00939;501.17369;534.4792;525.56131;564.29945;495.91371;543.34686;517.95756;504.43699;564.28959;516.93382;556.98448;518.8177;4;3;3;3;3
50940214;2;7;2;1;2;1;1;1;1;1;1;1;1;2;1;2;5;2;9;2;9;1;1;1;1;3;1;9;3;1;1;1;1;1;1;2;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10.42;18.819749;0.118002;1;19;489.63733;513.84503;544.19002;519.49445;481.20971;514.7031;516.0682;533.64369;494.65341;479.72236;520.64692;510.73193;545.08231;510.27249;452.80068;517.96908;470.7649;515.82194;512.01469;519.62348;518.29465;470.38555;497.57442;491.56704;517.55436;3;3;3;3;3
50940215;1;14;1;1;3;1;1;1;1;1;2;2;2;2;1;2;5;3;3;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;2;2;1;1;1;2;1;1;1;2;2;1;2;2;1;1;3;3;2;1;1;2;2;4;9;1;2;2;2;1;2;2;3;3;3;10.33;18.819749;0.118002;1;19;528.07611;550.23776;486.42133;547.62293;555.73387;540.02045;515.27604;540.30639;532.65305;569.70114;513.35726;502.48423;541.7005;469.92528;569.50872;502.40724;517.08454;529.14332;473.17608;462.97127;517.77185;557.86735;529.75163;484.9744;509.76233;3;4;3;3;4
50950201;2;17;2;2;3;1;1;1;1;1;1;1;1;1;1;1;5;3;9;3;2;1;1;1;2;3;2;3;1;2;3;1;1;1;1;3;3;3;4;4;3;4;4;4;4;2;2;1;2;2;3;3;2;1;4;4;3;4;3;1;1;2;1;2;2;2;2;1;3;2;2;1;2;2;2;1;2;4;4;4;9.67;11.416149;0.07158;0;62;462.83481;501.22267;523.32857;472.66052;526.58491;527.05035;494.50467;509.75563;484.26967;564.95786;510.08771;494.03722;502.96267;461.32665;562.90577;517.22584;541.7966;539.67091;567.5506;517.01506;496.96292;520.22229;497.94525;526.8225;468.26371;2;3;3;2;3
50950202;2;2;2;2;3;1;1;2;1;1;1;1;1;1;2;2;5;3;4;1;1;1;2;4;3;3;2;2;1;2;2;2;1;1;1;4;4;4;3;3;4;4;4;4;4;2;2;2;1;2;2;2;1;1;9;9;9;9;9;1;4;2;1;1;3;4;2;2;3;3;3;2;2;2;2;2;3;3;3;3;10;11.416149;0.07158;0;62;511.29555;504.96896;539.54682;474.62351;493.62019;479.17266;450.26259;484.62933;523.87747;454.93913;525.86276;464.47133;505.31513;545.37943;485.30034;444.79328;483.68178;508.72381;486.99978;451.27271;447.03665;469.50446;496.77885;487.20198;454.47131;3;3;3;2;3
50950203;2;18;2;3;3;1;1;1;1;1;1;1;1;9;2;2;5;1;2;2;2;1;1;1;2;2;1;2;1;1;2;1;1;1;1;1;1;4;4;9;3;3;9;4;4;1;1;2;1;1;1;1;1;1;1;2;1;1;4;2;3;2;3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;10.25;11.416149;0.07158;0;62;423.98191;464.55543;479.53546;440.49451;434.99693;467.0196;403.47836;453.14759;416.93278;436.24478;484.84557;413.37621;466.42348;442.65969;427.40142;434.0752;424.83548;456.74394;461.95111;502.79608;393.83565;404.36233;433.35161;472.84322;485.67534;2;2;3;2;2
50950204;2;10;2;2;3;1;1;2;1;2;1;1;1;2;1;2;5;2;3;2;2;1;2;1;2;3;2;1;3;1;1;1;1;1;1;4;4;3;4;3;4;4;4;4;4;2;1;1;2;2;1;1;1;1;2;2;1;3;1;2;2;3;2;2;1;3;3;1;4;2;1;2;1;1;1;1;2;3;4;4;10.42;11.416149;0.07158;0;62;604.47587;579.51673;607.95814;564.27537;589.7375;646.14827;548.97342;562.12001;601.29737;550.93889;617.5055;605.27871;574.7451;582.56256;597.80082;602.6748;566.40895;589.6321;634.14234;545.82985;604.67473;555.70846;585.69466;638.44643;538.3405;4;4;4;4;4
50950205;2;11;2;1;3;1;2;1;1;2;1;1;1;2;2;2;3;2;1;2;3;1;1;1;4;1;3;9;1;1;1;1;1;1;1;1;4;2;4;1;4;4;4;4;4;1;1;2;1;1;2;1;1;1;9;1;1;4;4;1;1;4;2;1;1;2;4;2;3;2;2;2;2;2;2;2;3;3;2;3;9.75;11.416149;0.07158;0;62;496.33814;470.2959;454.7588;446.03048;434.86964;454.36011;478.08662;440.92749;487.31961;444.71694;473.06987;500.78612;434.39856;482.53076;443.83875;494.90925;486.57964;429.52375;511.93299;444.82823;493.0752;506.68782;429.09211;498.39647;444.91664;3;2;2;2;2
50950206;2;12;2;1;1;1;1;1;1;1;1;1;1;1;2;2;5;1;3;2;2;1;1;1;4;1;1;4;1;2;1;1;1;1;1;1;2;1;1;1;1;4;4;4;4;1;1;1;2;1;1;1;1;1;4;1;1;4;4;1;1;1;2;1;2;1;1;4;1;4;2;1;4;1;1;1;1;4;4;4;11.5;11.416149;0.07158;0;62;513.70634;520.95818;536.73833;553.70124;481.28622;467.22161;526.00753;537.90813;489.98495;504.1347;446.88837;474.67458;488.33321;455.12999;477.02911;529.14727;504.95972;504.76084;479.67286;499.72959;552.05984;546.04558;551.46904;479.14786;519.09412;3;3;3;4;3
50950207;2;3;2;3;2;1;1;1;1;1;1;1;1;1;2;1;5;4;3;3;2;2;3;2;2;2;2;2;4;1;1;2;1;1;1;4;4;4;4;3;4;4;4;4;4;1;1;2;2;1;2;2;1;1;2;3;3;9;4;1;1;4;3;2;1;1;2;3;4;2;2;2;2;2;2;2;1;2;3;3;10.25;11.416149;0.07158;0;62;442.21711;458.9919;410.33609;445.81617;438.20096;428.4714;471.40611;496.3221;419.158;385.87931;461.5829;494.33307;482.61158;433.97033;371.11128;472.65698;388.74384;474.62516;479.6083;444.62945;492.43221;410.57837;463.68743;479.9817;444.5037;2;2;2;2;2
50950208;2;4;2;1;4;1;1;1;1;2;1;1;1;1;1;2;5;3;3;2;1;1;2;2;3;3;2;2;2;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;1;2;3;2;1;2;1;1;1;3;1;1;2;3;1;2;3;2;2;1;2;2;2;4;2;1;1;2;2;2;1;2;3;4;4;10;11.416149;0.07158;0;62;511.51151;535.74764;537.71284;478.93468;512.57538;525.50666;529.28813;524.59849;470.43324;510.37979;526.61242;517.25347;511.13595;472.2165;492.38434;527.5012;468.16187;490.01511;496.74131;480.40218;527.53336;467.72594;468.0844;481.72965;459.52753;3;3;3;3;3
50950210;1;13;1;3;2;1;1;1;1;2;1;1;1;1;1;2;5;3;3;2;3;1;1;2;3;2;1;1;1;9;9;2;2;1;1;3;4;4;3;4;4;4;3;4;3;1;1;2;2;1;1;1;1;1;3;3;3;4;4;1;1;1;2;1;2;2;1;2;4;2;1;1;2;1;1;1;3;3;4;3;10.5;11.416149;0.07158;0;62;514.50637;475.93512;512.84471;516.47551;520.19448;471.15981;549.50157;465.22796;556.64402;494.25581;480.53733;503.36307;467.72252;556.80794;489.31826;529.13027;514.70456;491.85321;483.1973;559.01073;569.67871;515.07219;491.21856;483.64552;536.6755;3;3;3;3;3
50950212;1;14;1;2;3;1;1;2;1;1;1;1;1;1;1;2;2;1;1;2;2;1;1;1;2;3;1;1;1;2;1;1;1;1;1;3;2;1;4;4;4;4;3;4;4;2;1;1;2;1;1;1;1;1;1;3;2;4;4;1;2;2;1;2;2;1;1;1;3;1;2;1;1;2;3;2;1;2;3;2;10.17;11.416149;0.07158;0;62;493.78995;480.52082;436.04929;490.50595;480.62322;448.94184;473.27202;476.08203;435.67394;475.60074;424.04338;480.52863;476.32764;409.58758;529.06461;503.37693;501.23632;537.42896;502.62769;476.70571;457.43333;460.24433;496.06651;436.54987;416.31294;3;3;2;3;3
50950214;1;5;1;3;4;1;1;9;1;2;1;1;1;1;1;2;5;3;4;2;3;1;1;2;2;1;1;3;1;2;9;2;1;1;1;2;3;3;3;2;2;4;2;3;4;2;3;1;2;2;3;2;1;2;3;3;3;2;3;1;1;1;2;2;2;3;3;2;4;1;2;2;3;3;1;1;1;3;4;4;10.5;11.416149;0.07158;0;62;544.98807;523.11614;498.29633;526.64299;496.08122;510.9079;503.08087;508.44054;478.9161;479.51896;484.34342;451.31086;474.55437;465.31892;494.86897;532.3816;536.30208;521.44695;550.6198;494.44823;511.20731;514.32562;486.29776;495.86446;475.22001;3;3;3;3;3
50950215;1;15;1;1;3;1;1;2;1;2;1;1;1;1;1;1;5;4;4;3;2;1;2;1;3;4;1;1;1;1;1;1;1;1;1;4;4;2;4;4;4;4;4;4;4;1;1;1;4;1;2;1;1;1;3;2;2;1;4;1;1;2;2;1;1;1;1;1;4;2;2;1;2;1;2;2;2;2;4;2;10.67;11.416149;0.07158;0;62;505.71078;483.19944;523.59116;484.69553;474.67845;492.99206;552.7913;467.73507;535.93125;497.41759;481.47191;506.06161;425.63693;518.98597;498.00695;484.37487;502.08538;497.82641;510.29527;498.11034;483.59967;497.21697;487.63785;501.29594;458.11014;3;3;3;3;2
50950216;1;6;1;2;2;1;1;1;1;2;1;1;1;1;1;2;5;2;2;3;2;1;2;2;2;2;2;3;2;2;2;1;1;1;1;4;4;4;4;4;4;4;4;4;4;2;1;3;2;2;1;1;1;1;2;3;2;3;4;1;1;2;3;1;2;2;2;2;3;2;2;2;2;1;1;2;2;4;4;4;9.92;11.416149;0.07158;0;62;559.23368;521.7754;545.41013;550.47928;587.93793;536.32641;555.05524;574.73995;561.54619;580.20673;512.16581;539.94373;519.9268;563.24077;607.76567;545.834;522.92206;439.77189;549.44642;527.28566;564.71536;539.13935;480.93451;549.469;525.59471;4;3;3;4;4
50950217;1;7;1;1;3;1;1;1;1;2;1;1;2;2;1;2;5;1;3;1;1;1;1;1;2;4;1;1;1;2;1;1;1;1;1;4;4;4;4;4;2;1;3;4;4;1;1;1;1;1;1;1;1;1;3;3;3;3;3;4;2;2;1;1;2;1;2;3;2;1;2;2;2;3;2;1;2;2;4;3;10.08;11.416149;0.07158;0;62;475.52992;419.60549;453.46594;464.58238;480.47388;439.90718;446.90097;429.32794;487.41548;468.47274;475.09128;443.03637;427.15215;467.40199;466.66805;463.12506;479.07944;448.51705;416.78231;466.89965;463.79737;478.47459;455.58792;437.34266;465.8954;3;2;2;2;3
50950218;1;16;1;3;2;1;1;1;2;2;2;1;1;1;1;9;5;3;3;3;2;1;1;2;3;4;2;4;1;1;1;1;1;1;1;4;4;3;4;4;4;4;3;4;4;2;2;4;2;1;3;1;1;1;3;3;2;4;3;1;1;1;1;1;2;1;2;3;3;3;2;1;3;3;2;2;2;4;3;4;10.58;11.416149;0.07158;0;62;443.91508;427.85072;454.57288;436.93805;450.2301;400.51662;448.86084;453.8484;492.18462;481.36212;407.53119;417.21657;451.91842;465.34171;449.68721;438.41438;425.18361;427.49643;434.65566;457.61699;483.38208;445.74641;429.29996;455.95768;475.8148;2;2;2;2;2
50950219;1;8;1;1;2;1;1;2;1;1;1;1;2;1;2;2;5;1;1;2;1;1;1;1;4;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;4;2;1;1;1;1;4;1;1;1;1;1;1;1;1;1;4;4;9.75;11.416149;0.07158;0;62;370.75109;391.52576;424.84877;354.31987;385.47057;378.89625;413.06803;426.01311;366.2279;352.36154;407.48539;435.8769;420.82407;354.82229;326.87654;403.61864;378.91089;399.96849;398.20711;367.027;404.36759;357.73462;377.27873;372.43863;365.11563;1;1;2;1;1
50950220;1;9;1;3;2;1;1;2;1;1;2;1;2;2;2;1;5;1;1;2;2;1;1;2;4;1;2;4;1;1;1;1;1;1;1;3;4;3;3;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;9;2;1;1;1;1;1;1;1;2;1;1;1;1;4;1;1;1;1;1;1;1;1;1;4;4;11;11.416149;0.07158;0;62;485.64194;466.63217;481.78267;499.253;477.73212;509.97525;473.40367;538.35891;485.43566;535.36519;523.00794;436.1284;480.70547;436.43543;490.20169;533.62129;436.14452;519.08523;461.97954;506.09417;534.13993;457.82727;498.95557;441.10912;483.13287;3;2;3;3;3
50950221;1;1;1;3;3;1;1;2;1;1;1;1;1;2;1;1;5;3;1;2;3;1;1;2;2;1;4;3;2;2;1;1;1;1;1;3;4;4;4;4;4;4;4;4;4;2;1;3;2;1;1;1;1;1;3;2;4;3;4;1;2;2;1;2;1;1;2;1;4;1;1;1;1;1;1;1;3;4;4;4;10.5;11.416149;0.07158;0;62;449.51085;403.84158;448.61182;464.27579;457.97413;427.92356;461.628;420.8892;490.68249;467.20971;420.64031;448.22446;450.5773;478.00425;429.26929;484.7327;499.60815;432.30251;442.621;507.04714;479.73883;472.49864;411.52482;407.35948;466.58394;2;2;2;2;2
50950222;1;2;1;3;3;1;1;2;1;1;2;1;1;1;1;1;5;3;1;2;3;1;1;1;2;2;3;4;1;1;1;1;1;1;1;3;4;4;4;4;4;4;4;4;4;1;1;3;2;1;1;1;1;1;2;2;4;3;4;1;1;2;1;2;1;1;2;1;4;1;1;1;1;2;1;1;3;4;4;4;10.42;11.416149;0.07158;0;62;602.98134;509.10015;536.99927;526.90913;527.76547;563.21197;534.42836;567.90944;571.19575;568.03779;543.57007;501.0522;553.95825;498.76146;562.23753;549.92424;571.95143;524.58326;556.18573;546.91533;531.78766;558.46214;504.07814;520.01411;526.48983;4;3;3;3;3
50950223;1;17;1;3;3;2;1;1;1;1;2;1;1;1;1;2;5;3;4;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;2;1;2;4;1;2;1;1;1;4;4;4;4;4;1;1;1;1;3;2;2;2;2;4;3;1;2;1;2;2;1;3;3;4;9;11;11.416149;0.07158;0;62;516.13605;505.87892;523.00209;523.55713;528.3136;534.38418;533.64154;535.4679;509.14571;561.41617;486.87278;548.36004;511.36211;517.96717;546.25858;565.30818;495.63901;502.25599;569.96623;541.24452;586.05971;536.20062;523.13801;597.33938;541.35468;3;3;3;3;3
50950301;2;18;2;3;5;1;1;1;1;2;1;1;1;2;1;2;5;4;4;2;2;1;1;1;2;1;1;3;1;4;2;1;4;4;1;2;4;4;4;1;2;4;4;4;2;4;3;3;2;2;2;2;3;1;1;1;1;2;1;1;3;9;3;2;3;1;2;2;1;2;2;2;1;1;1;2;2;1;1;3;10.58;12.759225;0.080002;0;62;335.39113;390.94719;333.15018;334.80388;347.10685;330.21345;373.54946;335.91988;404.58678;423.59869;349.23382;387.19566;387.10963;401.01625;425.38769;407.86897;379.91091;359.70999;378.15627;382.62768;408.20421;382.76019;339.89313;399.19953;406.10777;1;1;1;1;1
50950302;2;10;2;1;9;1;1;1;1;1;2;1;1;1;1;1;5;3;3;2;3;1;1;1;1;3;1;1;4;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;2;3;4;3;2;3;1;1;1;1;3;1;2;1;1;4;4;1;1;1;1;9;1;4;4;4;4;9.67;12.759225;0.080002;0;62;532.23363;515.88685;535.38126;542.69253;536.66196;534.41034;557.51851;521.47905;490.7879;509.0025;538.14061;532.96418;504.55855;468.16676;471.45051;510.78485;495.5054;554.04232;522.0434;517.79519;484.57506;462.24169;534.68838;501.55675;497.5539;3;3;3;3;3
50950305;2;3;2;1;2;2;1;1;1;1;2;1;1;1;2;2;2;2;3;3;3;4;4;3;4;4;1;1;1;2;4;3;4;1;1;4;4;4;4;4;4;4;4;4;4;1;1;1;2;1;2;2;1;1;9;9;9;9;9;4;1;1;1;1;2;1;1;3;3;1;1;1;1;1;9;9;9;9;9;9;11.58;12.759225;0.080002;0;62;403.51219;347.81141;402.24574;348.92626;424.99906;408.02814;372.46226;380.77208;380.90865;396.72378;385.46313;340.74724;331.24253;326.82036;395.4151;434.71983;350.41536;393.76182;405.91483;363.99815;434.11215;349.25669;393.92892;408.15206;347.81868;2;1;2;1;2
